[22Jul2024 00:41:59.773] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has completed the challenge [Hot Tourist Destinations]
[22Jul2024 00:43:05.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 tried to swim in lava to escape Wither Skeleton
[22Jul2024 00:44:52.187] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 experienced kinetic energy
[22Jul2024 00:46:52.832] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
	at net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$1.m_257808_(BehaviorBuilder.java:53) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.behavior.OneShot.m_22554_(OneShot.java:20) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.Brain.m_21957_(Brain.java:658) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.Brain.m_21865_(Brain.java:389) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.npc.Villager.m_8024_(Villager.java:209) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.Mob.m_6140_(Mob.java:768) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.LivingEntity.m_8107_(LivingEntity.java:2548) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.Mob.m_8107_(Mob.java:536) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.AgeableMob.m_8107_(AgeableMob.java:128) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.LivingEntity.m_8119_(LivingEntity.java:2298) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.Mob.m_8119_(Mob.java:337) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.npc.Villager.m_8119_(Villager.java:248) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_8647_(ServerLevel.java:693) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.mixinextras$bridge$accept$174(Level.java) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at com.bawnorton.neruina.handler.TickHandler.safelyTickEntities(TickHandler.java:91) ~[neruina-forge-2.0.0-beta.10+1.20.1.jar%23487!/:?]
	at net.minecraft.world.level.Level.wrapOperation$bed000$neruina$catchTickingEntities$notTheCauseOfTickLag(Level.java:7040) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_46653_(Level.java:479) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_184063_(ServerLevel.java:343) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.EntityTickList.m_156910_(EntityTickList.java:54) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_8793_(ServerLevel.java:323) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_5703_(MinecraftServer.java:893) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.dedicated.DedicatedServer.m_5703_(DedicatedServer.java:283) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_5705_(MinecraftServer.java:814) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_130011_(MinecraftServer.java:661) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_206580_(MinecraftServer.java:251) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.lang.Thread.run(Thread.java:1583) ~[?:?]
[22Jul2024 06:38:12.870] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Guard['Kraig'/745067, l='ServerLevel[world]', x=-4523.29, y=103.76, z=-7970.59] died: Kraig tried to swim in lava
[22Jul2024 06:38:12.871] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Guard['Erin'/745068, l='ServerLevel[world]', x=-4523.77, y=103.76, z=-7969.88] died: Erin tried to swim in lava
[22Jul2024 06:38:13.370] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Guard['Daine'/745065, l='ServerLevel[world]', x=-4522.71, y=103.83, z=-7968.55] died: Daine tried to swim in lava
[22Jul2024 06:38:13.773] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Guard['Clyde'/745066, l='ServerLevel[world]', x=-4523.35, y=103.25, z=-7966.32] died: Clyde tried to swim in lava
[22Jul2024 06:38:13.873] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Guard['Quintin'/745069, l='ServerLevel[world]', x=-4523.47, y=103.57, z=-7969.18] died: Quintin tried to swim in lava
[22Jul2024 06:39:55.187] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has reached the goal [Mighty Stroganoff]
[22Jul2024 06:40:40.873] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Vagabond'/746357, l='ServerLevel[world]', x=-4112.34, y=113.00, z=-8220.31] died, message: 'Vagabond burned to death'
[22Jul2024 06:40:40.875] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Villager['Vagabond'/746357, l='ServerLevel[world]', x=-4112.34, y=113.00, z=-8220.31] died: Vagabond burned to death
[22Jul2024 06:42:20.796] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [Convergent Evolution...]
[22Jul2024 06:47:07.559] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved wrongly!
[22Jul2024 06:47:37.099] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-4453, y=-9, z=-9190} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 06:47:37.100] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-4453, y=-9, z=-9190}
[22Jul2024 06:48:09.098] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [Sunken City]
[22Jul2024 06:52:11.951] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> we
[22Jul2024 06:52:20.951] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> encontre una ciudad
[22Jul2024 06:52:25.044] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> sybmarina
[22Jul2024 06:52:30.393] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> tipo atlantis
[22Jul2024 06:52:44.891] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> estan bien fuertes los putos mobs de aqui
[22Jul2024 06:52:49.294] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has reached the goal [Hydra Slayer]
[22Jul2024 06:52:49.333] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has reached the goal [Ultimate Showdown]
[22Jul2024 06:53:19.453] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> pasa cords
[22Jul2024 06:53:41.640] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> -4500 -9500
[22Jul2024 06:54:24.585] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:25.085] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:25.510] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:25.711] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:25.943] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:26.127] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:38.035] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:38.385] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:38.598] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:38.817] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:42.136] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:42.429] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:42.612] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:42.836] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:44.034] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:44.286] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:44.537] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:44.877] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:48.484] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:48.737] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:48.934] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:49.087] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:49.289] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:49.484] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:49.741] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:49.937] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:54:59.285] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 4630ms or 92 ticks behind
[22Jul2024 06:56:15.806] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2002ms or 40 ticks behind
[22Jul2024 06:56:32.729] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Exception loading entity: 
net.minecraft.ReportedException: Loading entity NBT
	at net.minecraft.world.entity.Entity.m_20258_(Entity.java:1765) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType.m_185988_(EntityType.java:532) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.Util.m_137521_(Util.java:419) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType.m_20642_(EntityType.java:529) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType.m_20669_(EntityType.java:607) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType.m_20645_(EntityType.java:563) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType$1.m_147056_(EntityType.java:584) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.Spliterators$IteratorSpliterator.tryAdvance(Spliterators.java:1950) ~[?:?]
	at net.minecraft.world.entity.EntityType$1.tryAdvance(EntityType.java:583) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.Spliterator.forEachRemaining(Spliterator.java:332) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[?:?]
	at net.minecraft.world.level.chunk.storage.EntityStorage.m_223456_(EntityStorage.java:62) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(CompletableFuture.java:646) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at net.minecraft.util.thread.ProcessorMailbox.m_18759_(ProcessorMailbox.java:91) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.ProcessorMailbox.m_18747_(ProcessorMailbox.java:146) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.ProcessorMailbox.run(ProcessorMailbox.java:102) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.TickTask.run(TickTask.java:18) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_6367_(MinecraftServer.java:770) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_6367_(MinecraftServer.java:161) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_129961_(MinecraftServer.java:753) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_7245_(MinecraftServer.java:747) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_130012_(MinecraftServer.java:732) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_130011_(MinecraftServer.java:665) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_206580_(MinecraftServer.java:251) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.lang.Thread.run(Thread.java:1583) ~[?:?]
Caused by: java.lang.IllegalStateException: Entity has invalid position
	at net.minecraft.world.entity.Entity.m_20258_(Entity.java:1759) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	... 33 more
[22Jul2024 06:57:00.697] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 was slain by Reinforced Blaze
[22Jul2024 06:58:58.281] [Worker-Main-7129/ERROR] [net.minecraft.world.level.block.entity.SculkSensorBlockEntity/]: No key selector in MapLike[{event_delay:0,event_distance:6.261377f,range:8,source:{pos:[I;-50,-59,-59],type:"minecraft:block"}}]
[22Jul2024 06:59:22.244] [Server thread/INFO] [net.blay09.mods.netherportalfix.NetherPortalFix/]: No return portal found
[22Jul2024 06:59:25.382] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! 9.9154421623698,0.0,-1.498604987773433
[22Jul2024 06:59:25.425] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 4971ms or 99 ticks behind
[22Jul2024 06:59:43.907] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3503ms or 70 ticks behind
[22Jul2024 06:59:45.178] [pool-9-thread-8/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_flower_forest], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_jungle], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_oak], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_birch], ResourceKey[minecraft:worldgen/structure / blue_skies:village_shaded_woodlands], ResourceKey[minecraft:worldgen/structure / blue_skies:village_calming_skies], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_tudor], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_savanna_plateau]] from pos BlockPos{x=-4427, y=72, z=-10203}
[22Jul2024 07:00:04.188] [spark-async-sampler-worker-thread/WARN] [spark/]: Timed out waiting for world statistics
[22Jul2024 07:00:06.663] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! -0.22434226815130387,0.9986640208878583,-10.02651965905352
[22Jul2024 07:00:19.793] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 20888ms or 417 ticks behind
[22Jul2024 07:00:47.609] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2004ms or 40 ticks behind
[22Jul2024 07:00:55.747] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! -2.7357012923466755,0.0,-9.80839756410387
[22Jul2024 07:01:08.117] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5512ms or 110 ticks behind
[22Jul2024 07:01:14.393] [pool-9-thread-9/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_mushroom_fields], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_badlands], ResourceKey[minecraft:worldgen/structure / blue_skies:village_shaded_woodlands], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_mountains], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_wooded_badlands], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_mediterranean], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_oak], ResourceKey[minecraft:worldgen/structure / blue_skies:village_crystal_dunes]] from pos BlockPos{x=-4347, y=70, z=-10581}
[22Jul2024 07:01:27.930] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 4825ms or 96 ticks behind
[22Jul2024 07:02:05.671] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! -7.989473531983094,1.0,-6.38496046119144
[22Jul2024 07:02:05.688] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5933ms or 118 ticks behind
[22Jul2024 07:02:13.108] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! -7.608644765913596,-0.12129684053920187,-6.746016515417068
[22Jul2024 07:02:28.500] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 7845ms or 156 ticks behind
[22Jul2024 07:02:34.840] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> ya llegue
[22Jul2024 07:02:53.748] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2043ms or 40 ticks behind
[22Jul2024 07:02:57.504] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Floodwer013 moved too quickly! -10.489127341038511,-3.6381340093435313,-14.081535787614484
[22Jul2024 07:02:57.508] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! 0.05706082364940812,-0.2468000194787976,-10.214998210736667
[22Jul2024 07:03:13.940] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5235ms or 104 ticks behind
[22Jul2024 07:03:36.200] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> un templo marino
[22Jul2024 07:03:38.240] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has made the advancement [Sunken City]
[22Jul2024 07:04:20.286] [Modding Legacy/blue_skies/Supporters thread/INFO] [ModdingLegacy/blue_skies/Supporter/]: Attempting to load the Modding Legacy supporters list from https://moddinglegacy.com/supporters-changelogs/supporters.txt
[22Jul2024 07:04:20.595] [Modding Legacy/blue_skies/Supporters thread/INFO] [ModdingLegacy/blue_skies/Supporter/]: Successfully loaded the Modding Legacy supporters list.
[22Jul2024 07:04:22.453] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> ya vi
[22Jul2024 07:05:53.232] [Server thread/INFO] [net.blay09.mods.netherportalfix.NetherPortalFix/]: No return portal found
[22Jul2024 07:05:54.336] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2032ms or 40 ticks behind
[22Jul2024 07:06:18.109] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2004ms or 40 ticks behind
[22Jul2024 07:06:59.003] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> alv
[22Jul2024 07:07:20.751] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> ya entre me verguiaron
[22Jul2024 07:07:31.748] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> jajajaja
[22Jul2024 07:08:13.418] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> deseame suerte
[22Jul2024 07:08:17.552] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> dbt
[22Jul2024 07:08:20.500] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> dtb
[22Jul2024 07:08:33.649] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> entra we
[22Jul2024 07:10:22.759] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> hacen un putero de da;o a de cuenta que son endermans con tridente
[22Jul2024 07:10:57.593] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> tiene criaturas encerradas
[22Jul2024 07:12:16.847] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> ya se
[22Jul2024 07:12:29.758] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> uno me bajo la mitad de la vida de un putazo
[22Jul2024 07:16:42.195] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> corre
[22Jul2024 07:19:05.629] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> capaz funcione con algo we
[22Jul2024 07:19:10.549] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> invocar un jefe
[22Jul2024 07:19:16.324] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> ni idea
[22Jul2024 07:19:26.540] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> es un portal?
[22Jul2024 07:20:11.837] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> parece prtal we
[22Jul2024 07:20:56.728] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> prox boss
[22Jul2024 07:21:06.504] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:21:07.076] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:21:08.775] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> necesito el respu3
[22Jul2024 07:21:10.603] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:21:14.779] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> respiracion 3
[22Jul2024 07:21:28.229] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> ln si hace un parote
[22Jul2024 07:21:33.239] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> y paso helado
[22Jul2024 07:23:25.380] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:27.825] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:28.052] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:32.056] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:32.826] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:33.053] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:38.754] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 07:23:39.199] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
